source,target,v
490,458,13088286.616999999
764,458,12589053.394000003
410,458,12062974.336000003
682,458,9588275.589000009
36,458,8331575.8260000255
699,462,632273.0030000005
784,462,620940.5120000009
156,462,522498.77600000013
512,462,347626.99199999985
702,462,322068.03299999976
458,462,219226.1830000003
144,462,165022.08600000016
764,462,102494.01999999976
842,462,75758.85699999996
276,462,71828.11399999996
384,466,1589021.1990000017
686,466,1218768.2330000042
156,466,802675.5560000002
251,466,335348.23599999864
854,466,268297.6270000001
784,466,192492.9380000001
40,466,181435.04799999992
699,466,125915.97799999978
56,466,120766.35299999994
276,466,118501.21100000005
380,470,2019502.0229999966
156,470,1093863.3530000008
792,470,1062186.8990000028
276,470,856680.2480000003
251,470,792460.9249999996
724,470,564384.4819999995
528,470,517543.18499999965
826,470,469120.0239999993
699,470,333843.6390000008
842,470,333780.35699999926
156,478,1060203.8939999973
504,478,322612.26400000066
724,478,262089.07300000003
251,478,249015.7909999999
76,478,233255.95500000016
784,478,233193.66499999992
792,478,169347.14200000043
842,478,164898.40799999985
360,478,156029.43700000003
528,478,141116.4490000003
156,480,1125040.800999999
784,480,707519.5260000014
699,480,673910.7149999989
710,480,651915.2969999993
251,480,449128.9889999999
512,480,286063.0829999999
276,480,212423.95899999977
392,480,185428.50300000023
724,480,153044.94000000047
842,480,145758.94600000032
842,484,292822828.9999995
156,484,88435167.81199996
276,484,20282320.308000065
410,484,16483859.766999986
392,484,13797937.975000022
704,484,9850226.210000006
76,484,8506193.153000003
124,484,7091057.529000006
380,484,6689441.274000009
724,484,6034179.3209999995
156,490,64440812.09099993
392,490,42086851.86800003
842,490,35953049.645000115
410,490,28243229.373000067
36,490,17232737.511000026
702,490,10021197.394000001
458,490,9618948.541000001
276,490,9425136.724999992
682,490,9151645.537999995
528,490,7464086.778000014
156,496,3453915.382000005
392,496,759965.5369999999
276,496,192946.125
702,496,171295.326
842,496,156555.389
757,496,151405.4509999998
398,496,124277.198
792,496,105021.88399999989
380,496,84683.94100000006
251,496,66299.50099999986
642,498,1537817.1239999935
804,498,1163331.5800000036
156,498,934558.4059999989
792,498,673836.5490000019
276,498,648930.2640000003
380,498,496705.1269999986
643,498,321637.2080000002
616,498,316117.48699999944
203,498,216552.38400000008
699,498,200529.9479999998
688,499,1310977.1480000012
156,499,439936.2860000004
70,499,382926.55700000114
191,499,321314.47200000024
380,499,308062.521
276,499,273804.32900000043
300,499,267513.87299999996
792,499,193817.19499999966
705,499,121178.13699999981
251,499,107023.41200000005
842,500,11856.41899999999
826,500,1051.2509999999995
56,500,984.0010000000001
528,500,816.0229999999999
757,500,678.62
392,500,498.601
156,500,412.6600000000001
388,500,354.322
642,500,247.502
670,500,245.76799999999997
724,504,12506361.460999995
156,504,7491674.425999994
251,504,7185195.45999998
842,504,5159751.441000005
276,504,3798150.5170000037
380,504,3234573.409999993
792,504,3202580.739999992
682,504,2400612.599999999
620,504,1570585.7529999963
699,504,1428756.4300000018
710,508,6094983.822000007
156,508,3050707.874999997
699,508,2286175.6190000093
784,508,1113696.9210000017
702,508,622688.2720000003
458,508,420559.9560000002
716,508,398522.525
512,508,374474.62200000003
48,508,343332.414
682,508,277601.86999999994
784,512,10193871.774999982
682,512,5014241.440000012
699,512,4278140.127000007
156,512,2921207.1720000086
634,512,2167098.6879999987
414,512,1742338.7800000014
842,512,1444938.979000003
392,512,1388934.3839999994
76,512,1217938.4329999979
276,512,845684.3749999991
710,516,3318918.801999994
156,516,683409.7459999998
699,516,496046.96599999914
784,516,318938.82800000004
842,516,242122.9970000001
682,516,236774.5579999997
604,516,202070.975
894,516,198667.79700000022
512,516,152146.01400000005
276,516,139660.36300000004
36,520,33518.537999999986
392,520,7440.425
242,520,6067.790999999995
686,520,6000.718
156,520,5994.197999999993
554,520,1603.067
842,520,1222.549
702,520,1134.4700000000007
458,520,797.552
360,520,477.17800000000017
699,524,7247593.892000022
156,524,1762916.0529999966
784,524,265676.9630000004
702,524,181338.22700000013
276,524,100210.84300000001
36,524,89538.81800000001
344,524,69165.02500000002
842,524,52357.333000000006
764,524,45887.44599999995
458,524,43998.78900000002
276,528,107089467.96800001
156,528,78297861.80700004
842,528,74184371.88100009
56,528,63602217.90500012
826,528,36813593.79200008
251,528,24420858.32200008
699,528,22945548.167000037
380,528,19948365.148000006
616,528,14762576.606000023
579,528,14180329.581999993
842,531,464843.5829999988
528,531,287894.0780000003
156,531,73390.1839999999
170,531,60559.86500000003
76,531,37393.18300000003
699,531,25472.528999999995
392,531,23725.438000000006
276,531,21368.199000000004
51,531,17303.641000000003
214,531,17034.197
842,533,597344.7139999989
528,533,169336.8129999999
156,533,66191.51899999993
76,533,40758.505000000034
170,533,39105.657
188,533,22093.421000000017
724,533,18656.812999999995
699,533,16014.621000000003
380,533,14919.076999999997
757,533,11432.448
842,534,808440.5400000006
528,534,66285.73199999996
251,534,35000.37800000001
76,534,13696.423000000003
757,534,9892.907000000001
276,534,4859.828999999999
724,534,4039.1519999999996
388,534,3874.6899999999987
124,534,3648.9210000000003
826,534,3628.2360000000003
124,535,341669.929
170,535,202075.152
528,535,139541.1790000002
251,535,21428.105999999996
826,535,8833.812999999993
76,535,3435.9389999999994
276,535,2060.623000000001
380,535,1657.331
208,535,1467.0130000000001
620,535,1457.7149999999997
251,540,933998.8099999998
702,540,417784.44600000005
36,540,385269.00599999994
156,540,152383.02399999995
554,540,88528.8190000001
458,540,87476.15499999997
380,540,56002.024
276,540,54878.403999999995
392,540,49559.51700000003
764,540,47929.291999999994
156,548,124062.7259999999
36,548,72085.45699999995
242,548,43328.433000000034
554,548,37864.28699999996
458,548,27219.62399999999
702,548,25215.073999999993
764,548,17250.12899999999
392,548,12574.228999999998
251,548,8958.541000000008
360,548,8450.187999999996
156,554,10045774.927999984
36,554,6171625.759000013
842,554,4332822.927999997
410,554,3706378.6310000014
392,554,3267531.0079999957
702,554,3266296.3589999974
458,554,1980869.6239999996
276,554,1911611.0839999989
764,554,1824975.1510000024
826,554,1242330.7410000023
842,558,2877076.174000006
156,558,1308631.7310000018
484,558,1017607.8130000007
320,558,993981.6919999977
340,558,879525.2919999994
188,558,699115.914
222,558,510252.29599999986
699,558,290127.6900000002
392,558,209107.092
76,558,183374.16799999998
156,562,531458.576999999
566,562,195070.7489999999
784,562,187912.51399999994
251,562,172537.45299999992
699,562,111401.30200000008
842,562,91777.53900000002
56,562,85940.73200000015
792,562,75424.25099999992
384,562,54129.991999999955
276,562,45032.262000000024
156,566,18963701.113000035
702,566,9350591.384000001
699,566,5428947.298000014
56,566,5140446.729000003
528,566,2589329.2590000043
842,566,2566035.1369999954
470,566,2265637.1060000006
826,566,1890783.8969999999
410,566,1699605.9600000046
643,566,1508224.6919999998
554,570,15443.695999999994
242,570,1000.7120000000002
784,570,302.946
703,570,250.293
36,570,193.15699999999998
392,570,164.418
76,570,140.519
792,570,74.776
124,570,49.276
528,570,23.369
36,574,16375.75900000001
242,574,4054.495
554,574,3901.063000000002
682,574,3629.008
458,574,1701.745
156,574,322.31
76,574,294.729
276,574,138.09799999999998
842,574,116.25
702,574,111.71799999999999
752,579,13381823.002999982
276,579,10511459.595000008
156,579,9747935.444999987
842,579,6175817.66400001
208,579,5350238.654000004
528,579,5341501.55
826,579,4184429.550000002
616,579,3472558.1739999927
56,579,3116346.023000007
380,579,2530939.974000006
702,580,87899.33700000004
392,580,17145.837
344,580,11593.661000000002
490,580,4996.960999999998
554,580,3243.4410000000034
764,580,1801.2119999999995
784,580,1208.7529999999997
36,580,1056.8840000000002
380,580,1039.602
251,580,735.712
842,583,44032.48100000001
156,583,25840.645999999986
392,583,15963.005999999998
490,583,6965.433000000004
36,583,5090.018000000001
764,583,4397.571000000001
702,583,4251.958
344,583,4076.081999999999
554,583,2534.6310000000008
56,583,1287.96
156,584,3507083.8579999986
392,584,1140571.6090000004
276,584,349523.97599999997
76,584,317921.3919999985
196,584,293556.12000000005
380,584,265527.821
208,584,263465.465
490,584,245662.71500000017
792,584,238593.08599999995
300,584,195004.07399999967
380,585,53394.146
156,585,42019.582000000024
842,585,17520.649000000016
792,585,16908.797000000017
392,585,9676.993999999999
490,585,6481.201000000006
300,585,3347.8279999999995
702,585,2730.3929999999996
76,585,2106.224
764,585,1840.065
156,586,15591680.873999992
634,586,6522134.583
784,586,5080435.631999993
682,586,4468965.3819999965
360,586,3175661.344000003
414,586,2139387.2249999978
842,586,2113839.9939999953
702,586,1203530.045999996
392,586,1120183.2659999998
276,586,1062339.3440000007
842,591,9995661.307999998
156,591,8088645.84899999
170,591,4668373.37100001
218,591,4469636.152999995
392,591,3894347.0670000017
724,591,2405435.5549999955
76,591,960887.3839999997
484,591,730748.1919999998
56,591,674449.3920000013
276,591,640624.316
36,598,1437460.8229999999
156,598,1288427.222000001
702,598,787073.3299999987
458,598,492590.7849999992
392,598,215378.06
360,598,196840.38299999986
764,598,177979.4350000002
490,598,167304.53
554,598,125984.87099999991
842,598,109843.85999999996
156,600,5286738.874000007
76,600,3699811.0700000073
842,600,1462208.1660000004
32,600,1162035.7440000023
152,600,432681.7840000003
276,600,299797.6280000001
699,600,298098.33599999925
392,600,260143.85400000005
702,600,219625.52599999972
784,600,187780.51299999992
156,604,13649336.744000006
842,604,11144650.55199999
76,604,3288728.331000004
32,604,2663162.2689999924
484,604,1751546.298999997
152,604,1506507.174999998
276,604,1225646.643
170,604,1198712.6319999995
124,604,1093589.5110000002
699,604,1074028.4639999988
156,608,51389287.79800004
360,608,11039780.907000015
702,608,9942368.956000004
392,608,9154061.34
842,608,8761641.084999986
764,608,7982177.723000006
458,608,5781888.574999997
490,608,5002231.685000008
344,608,3619473.477999999
36,608,2259528.494000003
842,612,3736.289
554,612,2343.511000000001
380,612,101.75500000000001
784,612,75.26
76,612,44.843
300,612,38.436
826,612,12.886000000000001
36,612,10.387
251,612,9.875
458,612,3.516
276,616,90814632.74700014
156,616,36786962.631000005
380,616,20983444.766999993
528,616,20764037.795999974
203,616,18485274.304000016
251,616,15375971.481000049
579,616,10524424.598999988
56,616,10242312.025999987
724,616,9754785.381999983
842,616,8972235.428
724,620,37837119.816999994
276,620,13230283.722000023
251,620,8039560.079000005
156,620,5880387.1530000055
380,620,5812094.449000007
528,620,5805003.513999983
76,620,3725063.7230000007
56,620,3530739.203999999
842,620,2429953.788
616,620,2154420.4629999995
686,624,157359.496
620,624,137741.6479999998
156,624,62644.11099999999
270,624,59265.029
586,624,21081.999000000003
528,624,18440.821999999996
682,624,12918.690999999999
724,624,12589.907000000001
699,624,9382.853000000003
792,624,9377.244999999995
360,626,340269.7109999999
156,626,261740.24299999987
702,626,85999.25400000013
490,626,45204.911
699,626,43263.606000000014
458,626,42777.69499999998
764,626,39678.215000000004
36,626,39505.849
792,626,31332.040000000008
842,626,18946.16100000001
784,634,5603954.695000006
156,634,4669289.955999996
842,634,4386435.833999995
826,634,3482465.3019999987
699,634,1877122.3790000014
380,634,1845705.918000001
276,634,1354076.8330000003
251,634,1299222.252999998
392,634,1188744.1740000003
682,634,1083964.036000001
276,642,24806840.310999952
380,642,11319098.561999988
348,642,8533381.463999998
616,642,8235905.858000002
156,642,7500733.188999991
792,642,6536424.687999999
100,642,5728706.60800002
251,642,5682225.514999999
528,642,5653557.718999994
40,642,4626366.872
156,643,110013940.83099984
792,643,10805512.732000014
276,643,9840530.968999984
398,643,9782132.472000021
380,643,5035423.081999999
784,643,4489185.875000004
699,643,4053982.485000005
51,643,3378524.515999998
860,643,3023085.135000003
757,643,2865809.0410000063
156,646,420369.3889999993
404,646,301877.374
800,646,280215.5460000005
834,646,188075.8300000001
784,646,159122.927
699,646,149642.19500000015
344,646,79746.70099999997
792,646,69605.25000000012
818,646,67305.36700000004
276,646,57939.41799999997
757,652,18365.971999999998
620,652,5053.925999999998
76,652,2219.5219999999995
392,652,1785.2439999999997
372,652,1758.9440000000002
276,652,1635.144
528,652,1420.957
724,652,1038.3890000000001
703,652,596.04
784,652,436.2740000000001
826,654,21382.289000000004
300,654,16549.912999999997
724,654,9856.493
710,654,9227.362
516,654,1559.241
203,654,947.28
76,654,905.2239999999999
276,654,728.155
458,654,382.105
620,654,345.853
842,659,158762.09900000022
380,659,33352.174999999996
156,659,25243.408999999985
392,659,7342.721000000001
826,659,7249.367000000003
792,659,7173.935000000001
76,659,6127.323999999994
388,659,6019.993999999999
670,659,5438.7350000000015
300,659,5100.028000000001
152,660,113587.41700000004
842,660,60588.071000000025
72,660,33586.06
392,660,2251.6530000000002
214,660,2031.9069999999997
528,660,1946.6669999999992
380,660,1466.2880000000002
124,660,1222.5930000000008
826,660,1213.029
76,660,1182.864
842,662,581837.2170000015
76,662,70638.174
156,662,44676.741000000104
826,662,30132.00700000002
392,662,18692.102
764,662,13394.812000000002
388,662,11197.618999999997
124,662,9865.338999999998
276,662,9556.566999999997
251,662,9407.794000000002
251,666,34274.485
124,666,21900.224000000002
528,666,1530.0830000000003
56,666,936.203
724,666,242.03900000000002
276,666,218.17000000000004
842,666,124.21000000000001
504,666,124.004
380,666,121.084
642,666,87.336
842,670,208840.1129999999
380,670,41926.04300000002
780,670,40199.12099999994
156,670,39409.70800000007
826,670,36789.511
36,670,23589.295000000006
528,670,17418.81099999999
792,670,13082.84100000001
251,670,9432.434000000008
214,670,9053.108000000006
276,674,95050.79999999994
380,674,50022.898
528,674,35939.09399999999
724,674,33686.11499999999
251,674,30057.04000000001
642,674,17853.56400000001
156,674,12283.082
705,674,11089.490000000003
579,674,11052.182
56,674,10688.689000000013
620,678,55128.95699999986
266,678,19184.139
156,678,11440.70600000001
792,678,6366.450999999998
392,678,4394.8279999999995
76,678,3720.7600000000007
528,678,2694.500000000002
724,678,2226.8080000000014
699,678,2047.3639999999998
56,678,1692.364
156,682,42292549.73999997
784,682,17837903.975999992
842,682,14034848.037999997
699,682,11167615.069000019
276,682,9620138.910999995
392,682,7838981.065
757,682,6815861.3980000215
410,682,5615115.236999989
826,682,5546256.461000007
818,682,5357095.694999982
156,686,4620195.870000012
251,686,1319827.4450000015
699,686,1150781.4399999972
566,686,954556.9300000004
784,686,845819.6560000018
643,686,828440.5030000004
56,686,756553.3850000005
528,686,569252.9520000005
792,686,451760.24600000033
724,686,432005.24300000013
276,688,5327284.090999996
156,688,3836843.8249999993
380,688,2780931.1089999923
348,688,2402095.242000002
792,688,2273911.9200000027
643,688,1694784.4740000027
642,688,1324133.26
705,688,1322811.5639999977
191,688,1313593.6279999965
70,688,1226173.8220000013
784,690,176508.93399999998
156,690,97282.10999999999
724,690,88995.8710000001
710,690,75260.33500000005
699,690,74821.9929999999
380,690,58809.853999999985
512,690,54434.593
251,690,46070.253000000055
702,690,41804.51600000001
826,690,30648.218999999986
156,694,611066.3240000004
699,694,274452.27699999977
784,694,100825.86900000002
842,694,93595.27
792,694,85369.4810000001
710,694,78502.5899999999
56,694,68116.47099999993
818,694,57608.096000000005
528,694,52721.958
76,694,44613.646000000015
156,699,120263852.95199989
643,699,66149331.879999995
842,699,42018238.740999974
784,699,38263481.89400005
682,699,34795739.81300003
368,699,29842816.838000003
360,699,23070345.070999943
36,699,20599620.11900001
410,699,19596512.31799996
392,699,18009714.56499998
156,702,66163785.51099994
458,702,47723055.707999945
842,702,41970038.34900004
490,702,40103038.672000065
410,702,25250049.737000015
392,702,18910658.567999993
360,702,14559902.16000003
764,702,12363171.640999967
784,702,12242525.999000011
251,702,11071645.384999985
203,703,19049241.61099996
276,703,18217534.858999997
348,703,7296238.396999991
616,703,6852395.535
410,703,6449233.0759999985
156,703,6111419.359000009
643,703,4943722.036999992
704,703,4621580.072000005
380,703,4314759.363999988
40,703,4183868.0860000066
156,704,134746111.76199993
702,704,16423754.046000011
392,704,15991221.852999995
344,704,14420343.426999984
490,704,11612718.01800001
458,704,11394487.955000019
764,704,11217485.524
842,704,9559934.317999994
36,704,7821365.192999995
360,704,7536618.661999996
757,705,11445587.796000035
276,705,6970408.067999978
380,705,6427731.358000013
156,705,5945435.056000003
40,705,4327749.444999999
191,705,2602562.8439999856
792,705,2104922.1339999973
348,705,1760864.1609999968
251,705,1492598.1089999967
616,705,1331311.2809999965
784,706,1524738.2630000021
156,706,1013009.457999999
699,706,779528.9410000002
792,706,424087.27799999947
512,706,256597.724
76,706,174602.292
404,706,154263.8189999999
231,706,142156.89099999997
458,706,122068.69299999998
360,706,97069.41999999995
156,710,22520613.66900006
276,710,9341508.954000015
699,710,7669586.364999992
842,710,6779979.130000018
784,710,4246477.947999995
682,710,3126415.8780000024
380,710,2542221.501999995
512,710,2532862.4049999984
566,710,2388767.920999997
764,710,2265710.2750000022
710,716,3473429.7430000086
156,716,1485245.3899999997
44,716,469429.172
702,716,456033.91799999925
784,716,384466.03200000024
48,716,326361.939
508,716,306962.06700000045
894,716,273269.3200000005
699,716,267743.0990000001
480,716,266688.22299999994
276,724,55066509.626000114
251,724,47249046.31599997
156,724,45851731.94899987
380,724,33944935.72899992
842,724,28155254.35100004
528,724,21906674.09900002
620,724,19463814.337000012
826,724,12070904.63699997
56,724,10771245.766999992
504,724,10535491.673000004
800,728,536417.194000001
784,728,413630.7339999985
404,728,226693.36499999982
156,728,160266.5290000001
842,728,50270.268000000025
699,728,40289.96099999994
818,728,27134.917999999998
392,728,25328.488
792,728,24640.96799999998
528,728,16561.756999999998
156,729,1288372.614
699,729,1199918.5410000004
818,729,982847.8900000006
784,729,860994.141
682,729,409502.5349999999
792,729,350426.873999999
800,729,116220.51599999997
56,729,85880.70599999996
360,729,82770.016
842,729,54284.158
842,740,431036.28500000027
156,740,329372.8549999998
528,740,244441.65900000004
392,740,53813.13700000001
784,740,50270.676999999974
76,740,46087.412
792,740,38867.04999999996
276,740,34500.51400000005
764,740,34165.90199999998
699,740,26118.96399999998
710,748,1517335.7960000013
156,748,159081.41899999944
699,748,73387.71800000008
842,748,46599.68499999995
508,748,26038.022000000004
372,748,22039.199
276,748,21143.93600000001
784,748,20511.288
380,748,15096.781999999994
392,748,14177.479000000003
276,752,30292233.52500003
528,752,19473177.409000028
579,752,15819282.22299999
208,752,11266830.910999974
156,752,10867613.287000012
56,752,9137333.48300001
246,752,8518366.285000011
616,752,7967155.919000006
842,752,7408481.088999984
251,752,6943126.401000003
276,757,70879715.05800003
380,757,31306883.36200002
842,757,31149541.315000027
251,757,21537970.81800006
156,757,19522652.228000008
705,757,13963618.22100002
40,757,10949913.765000025
784,757,10523558.28299999
724,757,9702291.178
860,757,8178808.916000001
792,760,2050205.072000003
784,760,458020.81600000034
156,760,356003.40200000047
818,760,298255.6739999999
400,760,117646.92399999988
682,760,115937.64899999999
699,760,60385.47699999997
380,760,51442.601000000075
276,760,46895.65499999999
144,760,43363.90400000001
156,762,3676746.932999995
398,762,859461.4909999993
860,762,488922.0489999994
792,762,405881.95300000015
784,762,254760.61099999998
757,762,215179.17000000004
276,762,86862.09999999998
440,762,69532.25600000002
699,762,51657.0459999999
380,762,37910.998
156,764,74458226.3040002
392,764,28932633.412999958
842,764,16199608.48699999
784,764,15818698.858000008
458,764,13485391.192000028
410,764,8671065.404
490,764,8609859.992999984
702,764,8274143.089
360,764,7942963.003999968
704,764,7737509.382000021
699,768,3854881.527000007
156,768,3777612.5560000003
528,768,892559.7079999994
56,768,690465.1950000011
842,768,379913.56400000013
344,768,321773.7310000002
792,768,309787.34099999926
458,768,294291.6340000001
384,768,232854.88499999986
251,768,222094.62500000035
380,772,3189.2129999999997
251,772,2962.936
528,772,2311.604
276,772,261.023
372,772,230.782
554,772,201.08900000000003
842,772,154.897
702,772,113.343
458,772,56.263000000000005
748,772,33.816
242,776,72639.89900000008
554,776,64609.17499999996
156,776,56700.11800000005
36,776,21789.160000000007
842,776,13325.543999999993
392,776,9442.313999999998
360,776,7631.745000000003
76,776,5316.438000000001
458,776,3962.6139999999996
702,776,3661.4419999999986
842,780,2061486.9839999978
156,780,557796.2039999999
76,780,289304.4600000001
124,780,199349.1539999997
392,780,182255.82499999998
276,780,151844.56100000013
56,780,148609.84799999974
826,780,130426.25400000006
554,780,127088.94200000001
251,780,126108.73400000005
156,784,73620558.26599993
699,784,32332250.34699987
842,784,22436517.003999986
682,784,12515208.52
392,784,11737449.542000012
757,784,11107480.940000026
704,784,11047282.216000004
276,784,9517939.560999999
826,784,9161697.63099999
324,784,9047661.386999993
380,788,3412022.132999993
251,788,3340077.6480000047
156,788,2560163.0439999984
643,788,2117546.471999999
276,788,2033022.1200000013
12,788,1810916.9670000023
792,788,1279849.9570000006
724,788,1059629.442
842,788,681815.1139999991
699,788,575251.1569999993
156,792,43177475.32100004
643,792,30978941.78700003
276,792,30804222.98999999
757,792,17031125.43199999
842,792,15517443.850999998
380,792,15386074.031000003
784,792,13176679.33399999
251,792,12206032.72900001
724,792,9595935.894000005
410,792,9476379.135000002
792,795,1011074.138999999
784,795,997595.8990000001
156,795,956672.3410000005
398,795,397160.71200000035
276,795,214918.9429999998
392,795,175570.76400000005
860,795,169511.0840000005
380,795,122931.48000000001
31,795,86114.801
528,795,71785.22700000001
842,796,352212.6720000001
214,796,21624.455000000064
380,796,14010.201000000006
392,796,12451.835
156,796,10472.820000000002
246,796,7806.115999999999
826,796,7082.431999999995
124,796,6698.5629999999965
266,796,6542.9800000000005
251,796,5540.679000000001
156,798,41895.155999999995
242,798,23418.300999999985
392,798,10946.11
36,798,10705.976999999999
554,798,3821.8709999999974
724,798,2745.467
490,798,1694.9599999999994
56,798,516.873
360,798,495.539
344,798,387.208
156,800,2043365.9810000046
784,800,1474740.3560000032
834,800,1360472.0540000005
404,800,950044.2519999995
699,800,829166.5760000005
392,800,400354.7409999997
682,800,396752.54800000065
710,800,277111.00400000013
288,800,234365.56500000006
643,800,201856.74399999992
156,804,7306423.344
616,804,6245505.119999991
276,804,5835748.844000024
792,804,3684170.945999993
703,804,2423673.8359999997
348,804,2422181.954999993
842,804,2359099.0139999995
380,804,2054306.1820000012
203,804,1888144.972000001
699,804,1638315.402999999
826,807,1562651.4669999992
300,807,1249194.307999999
276,807,1231881.7900000024
688,807,1059254.6249999977
156,807,1035034.0680000007
792,807,673662.4399999998
100,807,655948.4910000009
380,807,474616.28299999936
348,807,387086.6650000004
616,807,377892.73900000035
156,818,14782644.180000003
682,818,5691073.214000002
643,818,4957671.0979999965
276,818,4804537.737999998
842,818,4658988.324000007
699,818,3980990.0239999895
380,818,3491664.331000006
792,818,3482962.766000003
784,818,2960366.911000003
414,818,2788633.013999991
156,826,96429691.29900001
276,826,75311744.83600003
842,826,69245013.12499979
251,826,39071178.470000036
579,826,32749082.891000025
528,826,28562547.998999886
380,826,28351037.748999957
724,826,25720829.347000044
372,826,20862839.24999997
616,826,18984421.41200001
156,834,6928010.377999994
699,834,4084463.663000001
784,834,1494040.496000005
682,834,929151.3039999995
392,834,726419.9570000008
710,834,601231.3400000004
404,834,489910.37099999975
458,834,403669.0590000001
643,834,384388.429
792,834,344353.9850000007
484,842,459146170.0529994
156,842,440477681.67099947
124,842,417032445.76499933
276,842,166167106.10599992
392,842,141428571.5679999
410,842,117908699.64100002
704,842,117675984.632
699,842,80958346.91200022
490,842,75347011.08699994
380,842,68957380.8020001
384,854,803497.5280000016
156,854,755400.8039999994
643,854,523904.7930000001
288,854,375640.24299999996
251,854,368215.5060000004
699,854,286813.6929999999
768,854,206222.2180000001
842,854,150537.8300000002
56,854,125845.75599999985
528,854,111636.29700000008
76,858,3185597.0499999975
156,858,2490496.449999999
32,858,1497203.765999996
842,858,1315987.3660000006
566,858,530764.053
276,858,368910.7309999997
699,858,353046.8050000007
380,858,309566.47499999957
724,858,306292.344
600,858,261012.90399999975
156,860,12571776.811000017
643,860,6540923.764999995
398,860,3174296.003000001
410,860,2385882.1750000026
792,860,1915127.4659999942
276,860,1104689.1099999978
795,860,950066.5839999999
76,860,680194.2479999999
251,860,647779.6710000004
784,860,552766.8000000002
156,862,3449130.221000005
842,862,2431252.7050000075
76,862,1152747.254
170,862,673348.5969999993
792,862,365728.5320000002
124,862,190755.72699999996
380,862,159073.85900000005
699,862,155499.11200000005
724,862,146452.2749999999
604,862,137554.78899999996
242,876,18230.35199999996
251,876,16907.474999999988
554,876,6035.994999999999
36,876,2968.107999999999
156,876,2178.573
528,876,1709.718
842,876,1558.9309999999998
764,876,567.8270000000001
300,876,432.495
724,876,355.955
156,882,119300.40700000006
554,882,86664.17899999983
702,882,79744.43499999991
242,882,40021.83299999997
36,882,39852.18500000003
842,882,30704.062000000016
392,882,18713.864999999994
764,882,11011.652000000002
360,882,10088.214000000005
458,882,4979.641999999998
156,887,2676168.1920000007
784,887,1724987.3099999947
682,887,1321859.5009999997
792,887,896638.3550000001
699,887,845551.3380000008
76,887,608447.6739999999
36,887,427789.799
512,887,366150.7070000002
818,887,356288.38399999955
458,887,243485.65699999977
710,894,2810975.7129999977
156,894,1557481.7509999997
784,894,1026018.3329999996
392,894,445306.1090000002
699,894,438645.83300000045
702,894,373562.90999999986
516,894,335068.622
682,894,317148.42799999996
48,894,267732.04299999995
834,894,242186.8790000001
